FullDate,DateKey,Year,Quarter,QuarterName,Month,MonthName,MonthShort,WeekOfYear,DayOfWeek,DayName,DayOfMonth,IsWeekend,YearMonth,YearQuarter,FiscalYear,FiscalQuarter,IsHoliday,Season
2011-05-01,20110501,2011,2,Q2,5,May,May,17,7,Sunday,1,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-02,20110502,2011,2,Q2,5,May,May,18,1,Monday,2,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-03,20110503,2011,2,Q2,5,May,May,18,2,Tuesday,3,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-04,20110504,2011,2,Q2,5,May,May,18,3,Wednesday,4,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-05,20110505,2011,2,Q2,5,May,May,18,4,Thursday,5,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-06,20110506,2011,2,Q2,5,May,May,18,5,Friday,6,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-07,20110507,2011,2,Q2,5,May,May,18,6,Saturday,7,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-08,20110508,2011,2,Q2,5,May,May,18,7,Sunday,8,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-09,20110509,2011,2,Q2,5,May,May,19,1,Monday,9,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-10,20110510,2011,2,Q2,5,May,May,19,2,Tuesday,10,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-11,20110511,2011,2,Q2,5,May,May,19,3,Wednesday,11,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-12,20110512,2011,2,Q2,5,May,May,19,4,Thursday,12,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-13,20110513,2011,2,Q2,5,May,May,19,5,Friday,13,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-14,20110514,2011,2,Q2,5,May,May,19,6,Saturday,14,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-15,20110515,2011,2,Q2,5,May,May,19,7,Sunday,15,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-16,20110516,2011,2,Q2,5,May,May,20,1,Monday,16,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-17,20110517,2011,2,Q2,5,May,May,20,2,Tuesday,17,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-18,20110518,2011,2,Q2,5,May,May,20,3,Wednesday,18,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-19,20110519,2011,2,Q2,5,May,May,20,4,Thursday,19,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-20,20110520,2011,2,Q2,5,May,May,20,5,Friday,20,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-21,20110521,2011,2,Q2,5,May,May,20,6,Saturday,21,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-22,20110522,2011,2,Q2,5,May,May,20,7,Sunday,22,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-23,20110523,2011,2,Q2,5,May,May,21,1,Monday,23,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-24,20110524,2011,2,Q2,5,May,May,21,2,Tuesday,24,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-25,20110525,2011,2,Q2,5,May,May,21,3,Wednesday,25,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-26,20110526,2011,2,Q2,5,May,May,21,4,Thursday,26,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-27,20110527,2011,2,Q2,5,May,May,21,5,Friday,27,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-28,20110528,2011,2,Q2,5,May,May,21,6,Saturday,28,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-29,20110529,2011,2,Q2,5,May,May,21,7,Sunday,29,1,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-30,20110530,2011,2,Q2,5,May,May,22,1,Monday,30,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-05-31,20110531,2011,2,Q2,5,May,May,22,2,Tuesday,31,0,2011-05,2011-Q2,FY2010,FQ4,0,Spring
2011-06-01,20110601,2011,2,Q2,6,June,Jun,22,3,Wednesday,1,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-02,20110602,2011,2,Q2,6,June,Jun,22,4,Thursday,2,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-03,20110603,2011,2,Q2,6,June,Jun,22,5,Friday,3,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-04,20110604,2011,2,Q2,6,June,Jun,22,6,Saturday,4,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-05,20110605,2011,2,Q2,6,June,Jun,22,7,Sunday,5,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-06,20110606,2011,2,Q2,6,June,Jun,23,1,Monday,6,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-07,20110607,2011,2,Q2,6,June,Jun,23,2,Tuesday,7,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-08,20110608,2011,2,Q2,6,June,Jun,23,3,Wednesday,8,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-09,20110609,2011,2,Q2,6,June,Jun,23,4,Thursday,9,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-10,20110610,2011,2,Q2,6,June,Jun,23,5,Friday,10,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-11,20110611,2011,2,Q2,6,June,Jun,23,6,Saturday,11,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-12,20110612,2011,2,Q2,6,June,Jun,23,7,Sunday,12,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-13,20110613,2011,2,Q2,6,June,Jun,24,1,Monday,13,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-14,20110614,2011,2,Q2,6,June,Jun,24,2,Tuesday,14,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-15,20110615,2011,2,Q2,6,June,Jun,24,3,Wednesday,15,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-16,20110616,2011,2,Q2,6,June,Jun,24,4,Thursday,16,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-17,20110617,2011,2,Q2,6,June,Jun,24,5,Friday,17,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-18,20110618,2011,2,Q2,6,June,Jun,24,6,Saturday,18,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-19,20110619,2011,2,Q2,6,June,Jun,24,7,Sunday,19,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-20,20110620,2011,2,Q2,6,June,Jun,25,1,Monday,20,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-21,20110621,2011,2,Q2,6,June,Jun,25,2,Tuesday,21,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-22,20110622,2011,2,Q2,6,June,Jun,25,3,Wednesday,22,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-23,20110623,2011,2,Q2,6,June,Jun,25,4,Thursday,23,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-24,20110624,2011,2,Q2,6,June,Jun,25,5,Friday,24,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-25,20110625,2011,2,Q2,6,June,Jun,25,6,Saturday,25,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-26,20110626,2011,2,Q2,6,June,Jun,25,7,Sunday,26,1,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-27,20110627,2011,2,Q2,6,June,Jun,26,1,Monday,27,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-28,20110628,2011,2,Q2,6,June,Jun,26,2,Tuesday,28,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-29,20110629,2011,2,Q2,6,June,Jun,26,3,Wednesday,29,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-06-30,20110630,2011,2,Q2,6,June,Jun,26,4,Thursday,30,0,2011-06,2011-Q2,FY2010,FQ4,0,Summer
2011-07-01,20110701,2011,3,Q3,7,July,Jul,26,5,Friday,1,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-02,20110702,2011,3,Q3,7,July,Jul,26,6,Saturday,2,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-03,20110703,2011,3,Q3,7,July,Jul,26,7,Sunday,3,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-04,20110704,2011,3,Q3,7,July,Jul,27,1,Monday,4,0,2011-07,2011-Q3,FY2011,FQ1,1,Summer
2011-07-05,20110705,2011,3,Q3,7,July,Jul,27,2,Tuesday,5,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-06,20110706,2011,3,Q3,7,July,Jul,27,3,Wednesday,6,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-07,20110707,2011,3,Q3,7,July,Jul,27,4,Thursday,7,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-08,20110708,2011,3,Q3,7,July,Jul,27,5,Friday,8,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-09,20110709,2011,3,Q3,7,July,Jul,27,6,Saturday,9,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-10,20110710,2011,3,Q3,7,July,Jul,27,7,Sunday,10,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-11,20110711,2011,3,Q3,7,July,Jul,28,1,Monday,11,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-12,20110712,2011,3,Q3,7,July,Jul,28,2,Tuesday,12,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-13,20110713,2011,3,Q3,7,July,Jul,28,3,Wednesday,13,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-14,20110714,2011,3,Q3,7,July,Jul,28,4,Thursday,14,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-15,20110715,2011,3,Q3,7,July,Jul,28,5,Friday,15,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-16,20110716,2011,3,Q3,7,July,Jul,28,6,Saturday,16,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-17,20110717,2011,3,Q3,7,July,Jul,28,7,Sunday,17,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-18,20110718,2011,3,Q3,7,July,Jul,29,1,Monday,18,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-19,20110719,2011,3,Q3,7,July,Jul,29,2,Tuesday,19,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-20,20110720,2011,3,Q3,7,July,Jul,29,3,Wednesday,20,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-21,20110721,2011,3,Q3,7,July,Jul,29,4,Thursday,21,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-22,20110722,2011,3,Q3,7,July,Jul,29,5,Friday,22,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-23,20110723,2011,3,Q3,7,July,Jul,29,6,Saturday,23,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-24,20110724,2011,3,Q3,7,July,Jul,29,7,Sunday,24,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-25,20110725,2011,3,Q3,7,July,Jul,30,1,Monday,25,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-26,20110726,2011,3,Q3,7,July,Jul,30,2,Tuesday,26,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-27,20110727,2011,3,Q3,7,July,Jul,30,3,Wednesday,27,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-28,20110728,2011,3,Q3,7,July,Jul,30,4,Thursday,28,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-29,20110729,2011,3,Q3,7,July,Jul,30,5,Friday,29,0,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-30,20110730,2011,3,Q3,7,July,Jul,30,6,Saturday,30,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-07-31,20110731,2011,3,Q3,7,July,Jul,30,7,Sunday,31,1,2011-07,2011-Q3,FY2011,FQ1,0,Summer
2011-08-01,20110801,2011,3,Q3,8,August,Aug,31,1,Monday,1,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-02,20110802,2011,3,Q3,8,August,Aug,31,2,Tuesday,2,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-03,20110803,2011,3,Q3,8,August,Aug,31,3,Wednesday,3,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-04,20110804,2011,3,Q3,8,August,Aug,31,4,Thursday,4,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-05,20110805,2011,3,Q3,8,August,Aug,31,5,Friday,5,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-06,20110806,2011,3,Q3,8,August,Aug,31,6,Saturday,6,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-07,20110807,2011,3,Q3,8,August,Aug,31,7,Sunday,7,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-08,20110808,2011,3,Q3,8,August,Aug,32,1,Monday,8,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-09,20110809,2011,3,Q3,8,August,Aug,32,2,Tuesday,9,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-10,20110810,2011,3,Q3,8,August,Aug,32,3,Wednesday,10,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-11,20110811,2011,3,Q3,8,August,Aug,32,4,Thursday,11,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-12,20110812,2011,3,Q3,8,August,Aug,32,5,Friday,12,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-13,20110813,2011,3,Q3,8,August,Aug,32,6,Saturday,13,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-14,20110814,2011,3,Q3,8,August,Aug,32,7,Sunday,14,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-15,20110815,2011,3,Q3,8,August,Aug,33,1,Monday,15,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-16,20110816,2011,3,Q3,8,August,Aug,33,2,Tuesday,16,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-17,20110817,2011,3,Q3,8,August,Aug,33,3,Wednesday,17,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-18,20110818,2011,3,Q3,8,August,Aug,33,4,Thursday,18,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-19,20110819,2011,3,Q3,8,August,Aug,33,5,Friday,19,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-20,20110820,2011,3,Q3,8,August,Aug,33,6,Saturday,20,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-21,20110821,2011,3,Q3,8,August,Aug,33,7,Sunday,21,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-22,20110822,2011,3,Q3,8,August,Aug,34,1,Monday,22,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-23,20110823,2011,3,Q3,8,August,Aug,34,2,Tuesday,23,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-24,20110824,2011,3,Q3,8,August,Aug,34,3,Wednesday,24,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-25,20110825,2011,3,Q3,8,August,Aug,34,4,Thursday,25,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-26,20110826,2011,3,Q3,8,August,Aug,34,5,Friday,26,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-27,20110827,2011,3,Q3,8,August,Aug,34,6,Saturday,27,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-28,20110828,2011,3,Q3,8,August,Aug,34,7,Sunday,28,1,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-29,20110829,2011,3,Q3,8,August,Aug,35,1,Monday,29,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-30,20110830,2011,3,Q3,8,August,Aug,35,2,Tuesday,30,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-08-31,20110831,2011,3,Q3,8,August,Aug,35,3,Wednesday,31,0,2011-08,2011-Q3,FY2011,FQ1,0,Summer
2011-09-01,20110901,2011,3,Q3,9,September,Sep,35,4,Thursday,1,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-02,20110902,2011,3,Q3,9,September,Sep,35,5,Friday,2,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-03,20110903,2011,3,Q3,9,September,Sep,35,6,Saturday,3,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-04,20110904,2011,3,Q3,9,September,Sep,35,7,Sunday,4,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-05,20110905,2011,3,Q3,9,September,Sep,36,1,Monday,5,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-06,20110906,2011,3,Q3,9,September,Sep,36,2,Tuesday,6,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-07,20110907,2011,3,Q3,9,September,Sep,36,3,Wednesday,7,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-08,20110908,2011,3,Q3,9,September,Sep,36,4,Thursday,8,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-09,20110909,2011,3,Q3,9,September,Sep,36,5,Friday,9,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-10,20110910,2011,3,Q3,9,September,Sep,36,6,Saturday,10,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-11,20110911,2011,3,Q3,9,September,Sep,36,7,Sunday,11,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-12,20110912,2011,3,Q3,9,September,Sep,37,1,Monday,12,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-13,20110913,2011,3,Q3,9,September,Sep,37,2,Tuesday,13,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-14,20110914,2011,3,Q3,9,September,Sep,37,3,Wednesday,14,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-15,20110915,2011,3,Q3,9,September,Sep,37,4,Thursday,15,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-16,20110916,2011,3,Q3,9,September,Sep,37,5,Friday,16,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-17,20110917,2011,3,Q3,9,September,Sep,37,6,Saturday,17,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-18,20110918,2011,3,Q3,9,September,Sep,37,7,Sunday,18,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-19,20110919,2011,3,Q3,9,September,Sep,38,1,Monday,19,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-20,20110920,2011,3,Q3,9,September,Sep,38,2,Tuesday,20,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-21,20110921,2011,3,Q3,9,September,Sep,38,3,Wednesday,21,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-22,20110922,2011,3,Q3,9,September,Sep,38,4,Thursday,22,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-23,20110923,2011,3,Q3,9,September,Sep,38,5,Friday,23,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-24,20110924,2011,3,Q3,9,September,Sep,38,6,Saturday,24,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-25,20110925,2011,3,Q3,9,September,Sep,38,7,Sunday,25,1,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-26,20110926,2011,3,Q3,9,September,Sep,39,1,Monday,26,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-27,20110927,2011,3,Q3,9,September,Sep,39,2,Tuesday,27,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-28,20110928,2011,3,Q3,9,September,Sep,39,3,Wednesday,28,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-29,20110929,2011,3,Q3,9,September,Sep,39,4,Thursday,29,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-09-30,20110930,2011,3,Q3,9,September,Sep,39,5,Friday,30,0,2011-09,2011-Q3,FY2011,FQ1,0,Autumn
2011-10-01,20111001,2011,4,Q4,10,October,Oct,39,6,Saturday,1,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-02,20111002,2011,4,Q4,10,October,Oct,39,7,Sunday,2,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-03,20111003,2011,4,Q4,10,October,Oct,40,1,Monday,3,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-04,20111004,2011,4,Q4,10,October,Oct,40,2,Tuesday,4,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-05,20111005,2011,4,Q4,10,October,Oct,40,3,Wednesday,5,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-06,20111006,2011,4,Q4,10,October,Oct,40,4,Thursday,6,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-07,20111007,2011,4,Q4,10,October,Oct,40,5,Friday,7,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-08,20111008,2011,4,Q4,10,October,Oct,40,6,Saturday,8,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-09,20111009,2011,4,Q4,10,October,Oct,40,7,Sunday,9,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-10,20111010,2011,4,Q4,10,October,Oct,41,1,Monday,10,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-11,20111011,2011,4,Q4,10,October,Oct,41,2,Tuesday,11,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-12,20111012,2011,4,Q4,10,October,Oct,41,3,Wednesday,12,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-13,20111013,2011,4,Q4,10,October,Oct,41,4,Thursday,13,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-14,20111014,2011,4,Q4,10,October,Oct,41,5,Friday,14,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-15,20111015,2011,4,Q4,10,October,Oct,41,6,Saturday,15,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-16,20111016,2011,4,Q4,10,October,Oct,41,7,Sunday,16,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-17,20111017,2011,4,Q4,10,October,Oct,42,1,Monday,17,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-18,20111018,2011,4,Q4,10,October,Oct,42,2,Tuesday,18,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-19,20111019,2011,4,Q4,10,October,Oct,42,3,Wednesday,19,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-20,20111020,2011,4,Q4,10,October,Oct,42,4,Thursday,20,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-21,20111021,2011,4,Q4,10,October,Oct,42,5,Friday,21,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-22,20111022,2011,4,Q4,10,October,Oct,42,6,Saturday,22,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-23,20111023,2011,4,Q4,10,October,Oct,42,7,Sunday,23,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-24,20111024,2011,4,Q4,10,October,Oct,43,1,Monday,24,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-25,20111025,2011,4,Q4,10,October,Oct,43,2,Tuesday,25,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-26,20111026,2011,4,Q4,10,October,Oct,43,3,Wednesday,26,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-27,20111027,2011,4,Q4,10,October,Oct,43,4,Thursday,27,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-28,20111028,2011,4,Q4,10,October,Oct,43,5,Friday,28,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-29,20111029,2011,4,Q4,10,October,Oct,43,6,Saturday,29,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-30,20111030,2011,4,Q4,10,October,Oct,43,7,Sunday,30,1,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-10-31,20111031,2011,4,Q4,10,October,Oct,44,1,Monday,31,0,2011-10,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-01,20111101,2011,4,Q4,11,November,Nov,44,2,Tuesday,1,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-02,20111102,2011,4,Q4,11,November,Nov,44,3,Wednesday,2,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-03,20111103,2011,4,Q4,11,November,Nov,44,4,Thursday,3,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-04,20111104,2011,4,Q4,11,November,Nov,44,5,Friday,4,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-05,20111105,2011,4,Q4,11,November,Nov,44,6,Saturday,5,1,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-06,20111106,2011,4,Q4,11,November,Nov,44,7,Sunday,6,1,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-07,20111107,2011,4,Q4,11,November,Nov,45,1,Monday,7,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-08,20111108,2011,4,Q4,11,November,Nov,45,2,Tuesday,8,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-09,20111109,2011,4,Q4,11,November,Nov,45,3,Wednesday,9,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-10,20111110,2011,4,Q4,11,November,Nov,45,4,Thursday,10,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-11,20111111,2011,4,Q4,11,November,Nov,45,5,Friday,11,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-12,20111112,2011,4,Q4,11,November,Nov,45,6,Saturday,12,1,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-13,20111113,2011,4,Q4,11,November,Nov,45,7,Sunday,13,1,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-14,20111114,2011,4,Q4,11,November,Nov,46,1,Monday,14,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-15,20111115,2011,4,Q4,11,November,Nov,46,2,Tuesday,15,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-16,20111116,2011,4,Q4,11,November,Nov,46,3,Wednesday,16,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
2011-11-17,20111117,2011,4,Q4,11,November,Nov,46,4,Thursday,17,0,2011-11,2011-Q4,FY2011,FQ2,0,Autumn
